Date,Season,Opp,Type,Rslt,Tm,Opp_score,eFG%,TOV%,DRB%,FT%,Opp_eFG%,Opp_TOV%,Opp_DRB%,Opp_FT%,Source_File
2024-11-15,2024-2025,Princeton,REG (Non-Conf),W,73.0,68.0,0.484,10.0,27.0,0.579,0.492,9.0,28.0,0.769,loyola-il.csv
2024-11-19,2024-2025,Southern Utah,REG (Non-Conf),W,76.0,72.0,0.5,7.0,16.0,0.727,0.455,10.0,20.0,0.815,loyola-il.csv
2024-11-23,2024-2025,Tulsa,REG (Non-Conf),W,89.0,53.0,0.623,10.0,25.0,0.52,0.3,18.0,20.0,0.68,loyola-il.csv
2024-12-03,2024-2025,Eastern Michigan,REG (Non-Conf),W,76.0,54.0,0.632,17.0,26.0,0.692,0.5,12.0,11.0,0.5,loyola-il.csv
2024-12-07,2024-2025,South Florida,REG (Non-Conf),W,74.0,72.0,0.475,6.0,20.0,0.696,0.566,14.0,26.0,0.75,loyola-il.csv
2024-12-15,2024-2025,San Francisco,REG (Non-Conf),L,66.0,76.0,0.432,11.0,26.0,0.469,0.557,14.0,32.0,0.739,loyola-il.csv
2024-12-18,2024-2025,Canisius,REG (Non-Conf),W,72.0,60.0,0.566,10.0,27.0,0.6,0.528,10.0,21.0,0.667,loyola-il.csv
2024-12-22,2024-2025,Oakland,REG (Non-Conf),L,71.0,72.0,0.555,10.0,19.0,0.667,0.5,10.0,18.0,0.9,loyola-il.csv
2024-12-23,2024-2025,College of Charleston,REG (Non-Conf),L,68.0,77.0,0.466,18.0,26.0,0.7,0.56,13.0,24.0,0.75,loyola-il.csv
2024-12-25,2024-2025,Murray State,REG (Non-Conf),L,68.0,71.0,0.675,16.0,19.0,0.667,0.57,11.0,13.0,0.667,loyola-il.csv
2025-01-04,2024-2025,VCU,REG (Conf),L,65.0,84.0,0.455,12.0,15.0,0.652,0.566,10.0,19.0,0.75,loyola-il.csv
2025-01-08,2024-2025,La Salle,REG (Conf),W,79.0,68.0,0.565,10.0,26.0,0.783,0.47,10.0,21.0,0.75,loyola-il.csv
2025-01-11,2024-2025,Saint Joseph's,REG (Conf),L,57.0,93.0,0.403,12.0,19.0,0.3,0.694,10.0,29.0,0.636,loyola-il.csv
2025-01-15,2024-2025,Rhode Island,REG (Conf),W,81.0,77.0,0.554,5.0,21.0,0.76,0.527,11.0,22.0,0.655,loyola-il.csv
2025-01-18,2024-2025,Dayton,REG (Conf),L,81.0,83.0,0.621,19.0,22.0,0.643,0.544,12.0,22.0,0.778,loyola-il.csv
2025-01-22,2024-2025,Fordham,REG (Conf),W,70.0,66.0,0.583,12.0,17.0,0.737,0.541,17.0,17.0,0.867,loyola-il.csv
2025-01-29,2024-2025,George Mason,REG (Conf),L,53.0,58.0,0.375,14.0,31.0,0.688,0.367,6.0,25.0,0.5,loyola-il.csv
2025-02-01,2024-2025,Saint Joseph's,REG (Conf),W,58.0,55.0,0.481,15.0,24.0,0.727,0.318,12.0,22.0,0.833,loyola-il.csv
2025-02-04,2024-2025,St. Bonaventure,REG (Conf),W,77.0,53.0,0.702,15.0,28.0,0.667,0.433,15.0,12.0,0.667,loyola-il.csv
2025-02-08,2024-2025,Duquesne,REG (Conf),L,56.0,69.0,0.443,15.0,24.0,0.75,0.485,9.0,22.0,0.6,loyola-il.csv
2025-02-11,2024-2025,Richmond,REG (Conf),W,87.0,80.0,0.585,9.0,19.0,0.733,0.558,9.0,22.0,1.0,loyola-il.csv
2025-02-14,2024-2025,Saint Louis,REG (Conf),W,78.0,69.0,0.534,7.0,25.0,0.762,0.518,11.0,26.0,0.833,loyola-il.csv
2025-02-18,2024-2025,Davidson,REG (Conf),W,77.0,69.0,0.516,9.0,28.0,0.667,0.44,9.0,23.0,0.692,loyola-il.csv
2025-02-21,2024-2025,Dayton,REG (Conf),W,76.0,72.0,0.546,9.0,22.0,0.63,0.435,8.0,23.0,0.783,loyola-il.csv
2025-02-26,2024-2025,George Washington,REG (Conf),W,77.0,57.0,0.623,15.0,29.0,0.545,0.435,14.0,19.0,0.588,loyola-il.csv
2025-03-01,2024-2025,Saint Louis,REG (Conf),L,67.0,98.0,0.509,8.0,14.0,0.6,0.771,9.0,23.0,0.857,loyola-il.csv
2025-03-05,2024-2025,Davidson,REG (Conf),W,82.0,72.0,0.612,11.0,25.0,0.733,0.5,13.0,24.0,0.857,loyola-il.csv
2025-03-08,2024-2025,Massachusetts,REG (Conf),W,74.0,51.0,0.575,11.0,32.0,0.556,0.273,8.0,17.0,0.941,loyola-il.csv
2025-03-14,2024-2025,Saint Louis,CTOURN,W,72.0,64.0,0.509,9.0,26.0,0.667,0.51,9.0,22.0,0.667,loyola-il.csv
2025-03-15,2024-2025,VCU,CTOURN,L,55.0,62.0,0.331,10.0,23.0,0.625,0.49,10.0,28.0,0.571,loyola-il.csv
2025-03-19,2024-2025,San Jose State,NIT,W,73.0,70.0,0.561,15.0,29.0,0.75,0.43,7.0,19.0,0.875,loyola-il.csv
2025-03-23,2024-2025,San Francisco,NIT,W,77.0,76.0,0.458,4.0,27.0,0.917,0.445,6.0,25.0,0.792,loyola-il.csv
2025-03-26,2024-2025,Kent State,NIT,W,72.0,62.0,0.534,6.0,25.0,0.563,0.407,11.0,25.0,0.818,loyola-il.csv
2025-04-01,2024-2025,Chattanooga,NIT,L,73.0,80.0,0.59,11.0,17.0,0.824,0.598,6.0,17.0,0.7,loyola-il.csv
2023-11-07,2023-2024,Albany (NY),REG (Non-Conf),W,92.0,71.0,0.5,4.0,23.0,0.615,0.438,17.0,27.0,0.71,massachusetts.csv
2023-11-13,2023-2024,Quinnipiac,REG (Non-Conf),W,102.0,81.0,0.636,7.0,22.0,0.65,0.483,15.0,20.0,0.767,massachusetts.csv
2023-11-17,2023-2024,Harvard,REG (Non-Conf),L,75.0,78.0,0.417,12.0,25.0,0.4,0.533,16.0,30.0,0.722,massachusetts.csv
2023-11-22,2023-2024,Central Connecticut State,REG (Non-Conf),W,89.0,60.0,0.672,10.0,24.0,0.733,0.406,14.0,13.0,0.773,massachusetts.csv
2023-12-02,2023-2024,South Florida,REG (Non-Conf),W,66.0,56.0,0.37,16.0,31.0,0.634,0.318,17.0,22.0,0.778,massachusetts.csv
2023-12-06,2023-2024,Towson,REG (Non-Conf),L,71.0,81.0,0.528,10.0,17.0,0.7,0.537,9.0,20.0,0.676,massachusetts.csv
2023-12-09,2023-2024,UMass Lowell,REG (Non-Conf),W,91.0,77.0,0.521,13.0,23.0,0.8,0.463,14.0,20.0,0.667,massachusetts.csv
2023-12-16,2023-2024,West Virginia,REG (Non-Conf),W,87.0,79.0,0.5,14.0,32.0,0.781,0.5,10.0,17.0,0.75,massachusetts.csv
2023-12-21,2023-2024,Georgia Tech,REG (Non-Conf),L,70.0,73.0,0.463,11.0,15.0,0.421,0.539,21.0,28.0,0.857,massachusetts.csv
2023-12-23,2023-2024,Portland,REG (Non-Conf),W,100.0,78.0,0.669,11.0,23.0,0.913,0.509,12.0,13.0,0.731,massachusetts.csv
2023-12-24,2023-2024,Old Dominion,REG (Non-Conf),W,87.0,65.0,0.582,13.0,29.0,0.727,0.444,14.0,20.0,0.607,massachusetts.csv
2023-12-30,2023-2024,Siena,REG (Non-Conf),W,79.0,66.0,0.475,9.0,19.0,0.875,0.447,18.0,18.0,0.789,massachusetts.csv
2024-01-03,2023-2024,Duquesne,REG (Conf),W,80.0,61.0,0.549,12.0,26.0,0.706,0.414,14.0,18.0,0.591,massachusetts.csv
2024-01-07,2023-2024,Dayton,REG (Conf),L,60.0,64.0,0.386,8.0,23.0,0.6,0.489,11.0,23.0,0.857,massachusetts.csv
2024-01-10,2023-2024,La Salle,REG (Conf),W,81.0,65.0,0.532,11.0,27.0,0.667,0.484,12.0,20.0,0.4,massachusetts.csv
2024-01-13,2023-2024,Rhode Island,REG (Conf),L,77.0,89.0,0.432,3.0,18.0,0.714,0.654,9.0,26.0,0.75,massachusetts.csv
2024-01-17,2023-2024,Loyola Chicago,REG (Conf),L,78.0,79.0,0.483,10.0,18.0,0.71,0.518,12.0,20.0,0.677,massachusetts.csv
2024-01-20,2023-2024,George Washington,REG (Conf),W,81.0,67.0,0.569,8.0,26.0,0.636,0.44,15.0,23.0,0.8,massachusetts.csv
2024-01-23,2023-2024,Saint Joseph's,REG (Conf),L,77.0,78.0,0.485,17.0,28.0,0.824,0.549,13.0,26.0,0.647,massachusetts.csv
2024-01-27,2023-2024,Saint Louis,REG (Conf),W,84.0,73.0,0.533,6.0,24.0,0.826,0.536,12.0,19.0,0.875,massachusetts.csv
2024-02-03,2023-2024,George Mason,REG (Conf),W,66.0,65.0,0.454,16.0,21.0,0.708,0.481,13.0,14.0,0.737,massachusetts.csv
2024-02-07,2023-2024,St. Bonaventure,REG (Conf),L,73.0,79.0,0.534,12.0,21.0,0.688,0.566,11.0,20.0,0.679,massachusetts.csv
2024-02-11,2023-2024,Rhode Island,REG (Conf),W,81.0,79.0,0.57,9.0,23.0,0.444,0.541,12.0,18.0,0.813,massachusetts.csv
2024-02-14,2023-2024,Richmond,REG (Conf),W,69.0,59.0,0.436,11.0,35.0,0.875,0.398,6.0,22.0,0.64,massachusetts.csv
2024-02-17,2023-2024,La Salle,REG (Conf),L,81.0,82.0,0.492,7.0,26.0,0.821,0.551,10.0,26.0,0.773,massachusetts.csv
2024-02-20,2023-2024,VCU,REG (Conf),W,74.0,52.0,0.542,10.0,30.0,0.833,0.375,13.0,21.0,0.833,massachusetts.csv
2024-02-24,2023-2024,St. Bonaventure,REG (Conf),L,67.0,75.0,0.465,14.0,17.0,0.636,0.526,10.0,22.0,0.789,massachusetts.csv
2024-02-27,2023-2024,George Washington,REG (Conf),W,69.0,57.0,0.586,13.0,22.0,0.25,0.462,12.0,16.0,0.75,massachusetts.csv
2024-03-02,2023-2024,Davidson,REG (Conf),W,69.0,67.0,0.396,9.0,24.0,0.696,0.5,10.0,24.0,0.647,massachusetts.csv
2024-03-06,2023-2024,Fordham,REG (Conf),W,66.0,64.0,0.49,7.0,27.0,0.625,0.408,6.0,19.0,0.579,massachusetts.csv
2024-03-14,2023-2024,VCU,CTOURN,L,59.0,73.0,0.417,9.0,15.0,0.737,0.568,12.0,21.0,0.767,massachusetts.csv
2024-11-04,2024-2025,New Hampshire,REG (Non-Conf),W,103.0,74.0,0.608,8.0,30.0,0.636,0.453,15.0,22.0,0.412,massachusetts.csv
2024-11-08,2024-2025,West Virginia,REG (Non-Conf),L,69.0,75.0,0.467,15.0,22.0,0.65,0.439,14.0,24.0,0.862,massachusetts.csv
2024-11-13,2024-2025,Louisiana Tech,REG (Non-Conf),L,66.0,76.0,0.41,11.0,23.0,0.524,0.569,11.0,27.0,0.833,massachusetts.csv
2024-11-16,2024-2025,Hofstra,REG (Non-Conf),L,71.0,75.0,0.455,9.0,24.0,0.5,0.492,13.0,33.0,0.8,massachusetts.csv
2024-11-23,2024-2025,Temple,REG (Non-Conf),L,80.0,87.0,0.438,10.0,18.0,0.738,0.517,10.0,24.0,0.684,massachusetts.csv
2024-11-24,2024-2025,Florida State,REG (Non-Conf),L,59.0,92.0,0.336,16.0,21.0,0.69,0.647,10.0,20.0,0.607,massachusetts.csv
2024-11-27,2024-2025,Harvard,REG (Non-Conf),W,62.0,54.0,0.41,13.0,29.0,0.636,0.426,11.0,18.0,0.667,massachusetts.csv
2024-12-01,2024-2025,NJIT,REG (Non-Conf),W,80.0,68.0,0.525,8.0,21.0,0.607,0.397,10.0,19.0,0.786,massachusetts.csv
2024-12-04,2024-2025,Central Connecticut State,REG (Non-Conf),L,69.0,73.0,0.467,11.0,23.0,0.765,0.542,12.0,22.0,0.727,massachusetts.csv
2024-12-07,2024-2025,UMass Lowell,REG (Non-Conf),L,83.0,96.0,0.492,12.0,15.0,0.636,0.66,20.0,20.0,0.882,massachusetts.csv
2024-12-14,2024-2025,,REG (Non-Conf),W,86.0,52.0,0.561,16.0,37.0,0.462,0.36,14.0,18.0,0.429,massachusetts.csv
2024-12-18,2024-2025,Northeastern,REG (Non-Conf),W,77.0,72.0,0.46,11.0,23.0,0.613,0.399,14.0,28.0,0.722,massachusetts.csv
2024-12-21,2024-2025,Arizona State,REG (Non-Conf),L,62.0,78.0,0.433,10.0,22.0,0.556,0.516,12.0,34.0,0.875,massachusetts.csv
2024-12-31,2024-2025,Saint Joseph's,REG (Conf),L,72.0,81.0,0.349,4.0,16.0,0.808,0.553,17.0,32.0,0.783,massachusetts.csv
2025-01-04,2024-2025,Richmond,REG (Conf),L,64.0,72.0,0.49,17.0,26.0,0.81,0.443,7.0,20.0,0.9,massachusetts.csv
2025-01-08,2024-2025,Dayton,REG (Conf),W,76.0,72.0,0.475,11.0,24.0,0.95,0.44,10.0,17.0,0.737,massachusetts.csv
2025-01-11,2024-2025,George Mason,REG (Conf),L,70.0,77.0,0.418,8.0,16.0,0.774,0.551,15.0,26.0,0.657,massachusetts.csv
2025-01-15,2024-2025,Fordham,REG (Conf),W,120.0,118.0,0.494,16.0,35.0,0.649,0.412,14.0,35.0,0.738,massachusetts.csv
2025-01-19,2024-2025,La Salle,REG (Conf),W,82.0,60.0,0.486,12.0,38.0,0.667,0.397,12.0,27.0,0.4,massachusetts.csv
2025-01-22,2024-2025,George Washington,REG (Conf),W,74.0,61.0,0.532,15.0,26.0,0.615,0.395,12.0,17.0,0.667,massachusetts.csv
2025-01-29,2024-2025,Rhode Island,REG (Conf),L,82.0,88.0,0.458,14.0,18.0,0.667,0.632,15.0,27.0,0.778,massachusetts.csv
2025-02-01,2024-2025,Duquesne,REG (Conf),W,62.0,53.0,0.457,14.0,32.0,0.474,0.35,11.0,20.0,0.5,massachusetts.csv
2025-02-04,2024-2025,Saint Louis,REG (Conf),L,71.0,73.0,0.411,9.0,19.0,0.611,0.579,15.0,24.0,0.636,massachusetts.csv
2025-02-09,2024-2025,La Salle,REG (Conf),W,78.0,55.0,0.551,9.0,29.0,0.5,0.393,10.0,17.0,0.538,massachusetts.csv
2025-02-12,2024-2025,Davidson,REG (Conf),L,68.0,77.0,0.442,6.0,18.0,0.7,0.54,8.0,26.0,0.909,massachusetts.csv
2025-02-15,2024-2025,St. Bonaventure,REG (Conf),L,59.0,73.0,0.382,14.0,22.0,0.741,0.519,14.0,27.0,0.739,massachusetts.csv
2025-02-19,2024-2025,VCU,REG (Conf),L,51.0,80.0,0.323,8.0,20.0,0.611,0.574,8.0,27.0,0.714,massachusetts.csv
2025-02-22,2024-2025,George Washington,REG (Conf),L,52.0,74.0,0.364,11.0,23.0,0.6,0.563,10.0,26.0,0.688,massachusetts.csv
2025-03-01,2024-2025,Rhode Island,REG (Conf),W,91.0,88.0,0.639,9.0,22.0,0.722,0.661,8.0,18.0,0.545,massachusetts.csv
2025-03-05,2024-2025,St. Bonaventure,REG (Conf),L,72.0,73.0,0.448,15.0,24.0,0.75,0.453,11.0,24.0,0.789,massachusetts.csv
2025-03-08,2024-2025,Loyola Chicago,REG (Conf),L,51.0,74.0,0.273,8.0,17.0,0.941,0.575,11.0,32.0,0.556,massachusetts.csv
2025-03-12,2024-2025,La Salle,CTOURN,L,71.0,78.0,0.44,7.0,25.0,0.5,0.49,9.0,32.0,0.784,massachusetts.csv
2023-11-06,2023-2024,Columbia,REG (Non-Conf),W,78.0,59.0,0.542,18.0,31.0,0.737,0.338,14.0,21.0,0.846,providence.csv
2023-11-11,2023-2024,Milwaukee,REG (Non-Conf),W,79.0,69.0,0.47,10.0,25.0,0.654,0.402,13.0,24.0,0.87,providence.csv
2023-11-14,2023-2024,Wisconsin,REG (Non-Conf),W,72.0,59.0,0.683,16.0,27.0,0.593,0.379,12.0,17.0,1.0,providence.csv
2023-11-17,2023-2024,Kansas State,REG (Non-Conf),L,70.0,73.0,0.39,15.0,23.0,0.708,0.439,19.0,24.0,0.852,providence.csv
2023-11-19,2023-2024,Georgia,REG (Non-Conf),W,71.0,64.0,0.527,15.0,27.0,0.857,0.429,11.0,18.0,0.833,providence.csv
2023-11-24,2023-2024,Lehigh,REG (Non-Conf),W,78.0,64.0,0.556,10.0,27.0,0.692,0.5,9.0,23.0,0.667,providence.csv
2023-11-28,2023-2024,Wagner,REG (Non-Conf),W,86.0,52.0,0.645,10.0,36.0,0.652,0.331,9.0,22.0,0.6,providence.csv
2023-12-02,2023-2024,Rhode Island,REG (Non-Conf),W,84.0,69.0,0.554,9.0,30.0,0.75,0.5,11.0,24.0,0.467,providence.csv
2023-12-05,2023-2024,Oklahoma,REG (Non-Conf),L,51.0,72.0,0.452,14.0,22.0,0.667,0.517,14.0,27.0,0.909,providence.csv
2023-12-10,2023-2024,Brown,REG (Non-Conf),W,74.0,54.0,0.588,17.0,28.0,0.824,0.452,14.0,19.0,0.636,providence.csv
2023-12-16,2023-2024,Sacred Heart,REG (Non-Conf),W,78.0,64.0,0.603,18.0,23.0,0.667,0.481,11.0,20.0,0.7,providence.csv
2023-12-19,2023-2024,Marquette,REG (Conf),W,72.0,57.0,0.539,13.0,30.0,0.607,0.357,14.0,27.0,0.81,providence.csv
2023-12-23,2023-2024,Butler,REG (Conf),W,85.0,75.0,0.545,7.0,38.0,0.591,0.432,5.0,30.0,0.55,providence.csv
2024-01-03,2023-2024,Seton Hall,REG (Conf),L,57.0,61.0,0.407,14.0,30.0,0.867,0.422,14.0,26.0,0.75,providence.csv
2024-01-06,2023-2024,Creighton,REG (Conf),L,60.0,69.0,0.431,8.0,25.0,0.5,0.546,13.0,34.0,0.714,providence.csv
2024-01-10,2023-2024,St. John's (NY),REG (Conf),L,73.0,75.0,0.508,9.0,19.0,0.524,0.546,13.0,22.0,0.64,providence.csv
2024-01-13,2023-2024,Xavier,REG (Conf),L,65.0,85.0,0.472,10.0,21.0,0.682,0.603,8.0,26.0,0.75,providence.csv
2024-01-17,2023-2024,DePaul,REG (Conf),W,100.0,62.0,0.667,8.0,28.0,0.714,0.491,19.0,18.0,0.462,providence.csv
2024-01-24,2023-2024,Seton Hall,REG (Conf),W,67.0,63.0,0.52,11.0,22.0,0.941,0.362,12.0,19.0,0.941,providence.csv
2024-01-27,2023-2024,Georgetown,REG (Conf),W,84.0,76.0,0.622,15.0,21.0,0.852,0.508,15.0,15.0,0.722,providence.csv
2024-01-31,2023-2024,Connecticut,REG (Conf),L,65.0,74.0,0.448,11.0,23.0,0.5,0.436,11.0,24.0,0.722,providence.csv
2024-02-04,2023-2024,Villanova,REG (Conf),L,50.0,68.0,0.363,13.0,26.0,1.0,0.5,5.0,25.0,0.5,providence.csv
2024-02-07,2023-2024,Creighton,REG (Conf),W,91.0,87.0,0.541,8.0,25.0,0.857,0.615,12.0,27.0,0.875,providence.csv
2024-02-10,2023-2024,Butler,REG (Conf),L,72.0,75.0,0.5,7.0,20.0,0.625,0.583,16.0,32.0,0.75,providence.csv
2024-02-13,2023-2024,St. John's (NY),REG (Conf),W,75.0,72.0,0.549,14.0,27.0,0.792,0.449,16.0,24.0,0.667,providence.csv
2024-02-17,2023-2024,DePaul,REG (Conf),W,81.0,70.0,0.575,8.0,25.0,0.632,0.482,8.0,23.0,0.652,providence.csv
2024-02-21,2023-2024,Xavier,REG (Conf),W,79.0,75.0,0.508,9.0,25.0,0.8,0.484,8.0,17.0,0.609,providence.csv
2024-02-28,2023-2024,Marquette,REG (Conf),L,69.0,91.0,0.518,15.0,13.0,0.688,0.69,12.0,21.0,0.733,providence.csv
2024-03-02,2023-2024,Villanova,REG (Conf),L,60.0,71.0,0.5,7.0,20.0,0.8,0.643,9.0,23.0,0.889,providence.csv
2024-03-05,2023-2024,Georgetown,REG (Conf),W,71.0,58.0,0.573,14.0,29.0,0.727,0.386,10.0,18.0,0.737,providence.csv
2024-03-09,2023-2024,Connecticut,REG (Conf),L,60.0,74.0,0.421,14.0,27.0,0.75,0.507,7.0,25.0,0.833,providence.csv
2024-03-13,2023-2024,Georgetown,CTOURN,W,74.0,56.0,0.536,8.0,26.0,0.778,0.481,11.0,19.0,0.211,providence.csv
2024-03-14,2023-2024,Creighton,CTOURN,W,78.0,73.0,0.457,4.0,29.0,1.0,0.431,11.0,29.0,0.885,providence.csv
2024-03-15,2023-2024,Marquette,CTOURN,L,68.0,79.0,0.427,11.0,22.0,0.75,0.526,8.0,25.0,0.792,providence.csv
2024-03-19,2023-2024,Boston College,NIT,L,57.0,62.0,0.462,11.0,22.0,0.9,0.457,7.0,22.0,0.75,providence.csv
2024-11-04,2024-2025,Central Connecticut State,REG (Non-Conf),W,59.0,55.0,0.453,15.0,26.0,0.733,0.315,6.0,21.0,0.808,providence.csv
2024-11-09,2024-2025,Stonehill,REG (Non-Conf),W,76.0,49.0,0.583,20.0,34.0,0.619,0.377,14.0,19.0,0.409,providence.csv
2024-11-12,2024-2025,Hampton,REG (Non-Conf),W,60.0,51.0,0.543,14.0,25.0,0.5,0.348,10.0,17.0,0.923,providence.csv
2024-11-16,2024-2025,Green Bay,REG (Non-Conf),W,79.0,65.0,0.508,5.0,26.0,0.571,0.5,11.0,27.0,0.6,providence.csv
2024-11-19,2024-2025,Delaware State,REG (Non-Conf),W,78.0,48.0,0.585,9.0,31.0,0.692,0.387,7.0,17.0,0.467,providence.csv
2024-11-27,2024-2025,Oklahoma,REG (Non-Conf),L,77.0,79.0,0.536,16.0,20.0,0.739,0.582,13.0,19.0,0.759,providence.csv
2024-11-28,2024-2025,Davidson,REG (Non-Conf),L,58.0,69.0,0.379,5.0,21.0,0.778,0.531,6.0,27.0,0.81,providence.csv
2024-11-29,2024-2025,Indiana,REG (Non-Conf),L,73.0,89.0,0.469,6.0,19.0,0.619,0.6,10.0,25.0,0.85,providence.csv
2024-12-03,2024-2025,Brigham Young,REG (Non-Conf),W,83.0,64.0,0.738,8.0,27.0,0.808,0.384,4.0,15.0,0.647,providence.csv
2024-12-07,2024-2025,Rhode Island,REG (Non-Conf),L,63.0,69.0,0.482,13.0,26.0,0.533,0.467,12.0,26.0,0.632,providence.csv
2024-12-10,2024-2025,DePaul,REG (Conf),W,70.0,63.0,0.508,16.0,33.0,0.667,0.41,10.0,25.0,0.533,providence.csv
2024-12-14,2024-2025,St. Bonaventure,REG (Non-Conf),L,70.0,74.0,0.446,9.0,19.0,0.833,0.45,7.0,19.0,0.714,providence.csv
2024-12-20,2024-2025,St. John's (NY),REG (Conf),L,70.0,72.0,0.548,16.0,33.0,0.765,0.418,5.0,20.0,0.423,providence.csv
2024-12-31,2024-2025,Marquette,REG (Conf),L,50.0,78.0,0.42,20.0,21.0,0.571,0.523,5.0,20.0,0.818,providence.csv
2025-01-05,2024-2025,Connecticut,REG (Conf),L,84.0,87.0,0.533,9.0,16.0,0.87,0.625,7.0,16.0,0.844,providence.csv
2025-01-08,2024-2025,Butler,REG (Conf),W,84.0,65.0,0.557,8.0,28.0,0.667,0.439,6.0,18.0,0.789,providence.csv
2025-01-11,2024-2025,Seton Hall,REG (Conf),W,91.0,85.0,0.654,10.0,23.0,0.697,0.5,8.0,17.0,0.8,providence.csv
2025-01-14,2024-2025,Creighton,REG (Conf),L,64.0,84.0,0.412,12.0,24.0,0.889,0.629,10.0,28.0,0.5,providence.csv
2025-01-17,2024-2025,Villanova,REG (Conf),L,73.0,75.0,0.554,9.0,24.0,0.733,0.492,7.0,25.0,0.889,providence.csv
2025-01-25,2024-2025,Georgetown,REG (Conf),W,78.0,68.0,0.508,6.0,19.0,0.789,0.5,11.0,17.0,0.667,providence.csv
2025-01-28,2024-2025,Seton Hall,REG (Conf),W,69.0,67.0,0.589,18.0,22.0,0.696,0.407,12.0,15.0,0.767,providence.csv
2025-02-01,2024-2025,St. John's (NY),REG (Conf),L,66.0,68.0,0.536,17.0,28.0,0.667,0.434,9.0,18.0,0.643,providence.csv
2025-02-05,2024-2025,Creighton,REG (Conf),L,69.0,80.0,0.492,10.0,30.0,0.667,0.477,5.0,29.0,0.857,providence.csv
2025-02-08,2024-2025,Butler,REG (Conf),L,81.0,82.0,0.633,10.0,16.0,0.833,0.583,9.0,20.0,0.571,providence.csv
2025-02-12,2024-2025,Xavier,REG (Conf),L,82.0,91.0,0.597,11.0,22.0,0.2,0.551,10.0,25.0,0.897,providence.csv
2025-02-15,2024-2025,Villanova,REG (Conf),W,75.0,62.0,0.67,10.0,26.0,0.571,0.481,9.0,24.0,0.846,providence.csv
2025-02-19,2024-2025,Georgetown,REG (Conf),L,72.0,93.0,0.452,13.0,20.0,0.8,0.593,8.0,24.0,0.821,providence.csv
2025-02-25,2024-2025,Marquette,REG (Conf),L,52.0,82.0,0.393,16.0,23.0,0.727,0.582,10.0,27.0,0.688,providence.csv
2025-03-01,2024-2025,Connecticut,REG (Conf),L,63.0,75.0,0.48,7.0,17.0,0.652,0.625,11.0,27.0,0.667,providence.csv
2025-03-05,2024-2025,DePaul,REG (Conf),L,77.0,80.0,0.554,12.0,20.0,0.789,0.625,11.0,18.0,0.833,providence.csv
2025-03-08,2024-2025,Xavier,REG (Conf),L,68.0,76.0,0.593,16.0,21.0,0.364,0.509,11.0,20.0,0.81,providence.csv
2025-03-12,2024-2025,Butler,CTOURN,L,69.0,75.0,0.429,13.0,28.0,0.75,0.548,6.0,22.0,0.7,providence.csv
2023-11-06,2023-2024,Central Connecticut State,REG (Non-Conf),W,81.0,70.0,0.605,13.0,23.0,0.522,0.455,11.0,17.0,0.692,rhode-island.csv
2023-11-09,2023-2024,Fairfield,REG (Non-Conf),W,93.0,80.0,0.592,18.0,30.0,0.552,0.463,14.0,20.0,0.81,rhode-island.csv
2023-11-14,2023-2024,Wagner,REG (Non-Conf),W,69.0,53.0,0.54,9.0,33.0,0.577,0.4,5.0,18.0,0.556,rhode-island.csv
2023-11-18,2023-2024,Northwestern,REG (Non-Conf),L,61.0,72.0,0.469,14.0,18.0,0.682,0.5,9.0,20.0,0.769,rhode-island.csv
2023-11-19,2023-2024,Washington State,REG (Non-Conf),L,57.0,78.0,0.443,11.0,19.0,0.833,0.539,5.0,22.0,0.563,rhode-island.csv
2023-11-22,2023-2024,Johnson/Wales-RI,REG (Non-Conf),W,97.0,59.0,0.558,6.0,34.0,0.645,0.43,10.0,17.0,0.364,rhode-island.csv
2023-11-26,2023-2024,Yale,REG (Non-Conf),W,76.0,72.0,0.574,10.0,20.0,0.5,0.576,5.0,19.0,0.667,rhode-island.csv
2023-12-02,2023-2024,Providence,REG (Non-Conf),L,69.0,84.0,0.5,11.0,24.0,0.467,0.554,9.0,30.0,0.75,rhode-island.csv
2023-12-06,2023-2024,Brown,REG (Non-Conf),L,64.0,67.0,0.5,12.0,27.0,0.484,0.473,8.0,19.0,0.6,rhode-island.csv
2023-12-10,2023-2024,College of Charleston,REG (Non-Conf),L,70.0,85.0,0.549,17.0,22.0,0.75,0.582,11.0,26.0,0.538,rhode-island.csv
2023-12-16,2023-2024,Delaware,REG (Non-Conf),L,56.0,67.0,0.47,19.0,25.0,0.9,0.44,12.0,15.0,0.889,rhode-island.csv
2023-12-21,2023-2024,New Hampshire,REG (Non-Conf),L,71.0,81.0,0.423,12.0,26.0,0.667,0.531,11.0,32.0,0.632,rhode-island.csv
2023-12-30,2023-2024,Northeastern,REG (Non-Conf),W,82.0,71.0,0.616,15.0,23.0,0.65,0.536,15.0,14.0,0.75,rhode-island.csv
2024-01-03,2023-2024,Saint Joseph's,REG (Conf),W,78.0,74.0,0.459,9.0,27.0,0.629,0.46,11.0,26.0,0.615,rhode-island.csv
2024-01-09,2023-2024,Davidson,REG (Conf),W,79.0,74.0,0.582,12.0,26.0,0.667,0.536,8.0,19.0,0.652,rhode-island.csv
2024-01-13,2023-2024,Massachusetts,REG (Conf),W,89.0,77.0,0.654,9.0,26.0,0.75,0.432,3.0,18.0,0.714,rhode-island.csv
