Date,Season,Opp,Type,Rslt,Tm,Opp_score,eFG%,TOV%,DRB%,FT%,Opp_eFG%,Opp_TOV%,Opp_DRB%,Opp_FT%,Source_File
2025-02-26,2024-2025,Loyola Chicago,REG (Conf),L,57.0,77.0,0.435,14.0,19.0,0.588,0.623,15.0,29.0,0.545,george-washington.csv
2025-03-01,2024-2025,La Salle,REG (Conf),W,71.0,60.0,0.51,8.0,26.0,0.7,0.483,10.0,24.0,0.8,george-washington.csv
2025-03-05,2024-2025,Fordham,REG (Conf),W,81.0,58.0,0.573,13.0,24.0,0.72,0.452,15.0,16.0,0.4,george-washington.csv
2025-03-13,2024-2025,Fordham,CTOURN,W,88.0,81.0,0.607,6.0,20.0,0.714,0.534,7.0,20.0,0.864,george-washington.csv
2025-03-14,2024-2025,George Mason,CTOURN,L,65.0,80.0,0.51,14.0,14.0,0.7,0.632,14.0,20.0,0.765,george-washington.csv
2025-03-31,2024-2025,Boise State,REG (Non-Conf),L,59.0,89.0,0.5,22.0,26.0,0.478,0.563,9.0,29.0,0.889,george-washington.csv
2023-11-10,2023-2024,Yale,REG (Non-Conf),W,86.0,71.0,0.555,9.0,26.0,0.714,0.483,11.0,18.0,1.0,gonzaga.csv
2023-11-14,2023-2024,Eastern Ore.,REG (Non-Conf),W,123.0,57.0,0.677,11.0,39.0,0.571,0.329,12.0,16.0,0.538,gonzaga.csv
2023-11-20,2023-2024,Purdue,REG (Non-Conf),L,63.0,73.0,0.42,13.0,20.0,0.625,0.5,13.0,30.0,0.813,gonzaga.csv
2023-11-21,2023-2024,Syracuse,REG (Non-Conf),W,76.0,57.0,0.523,18.0,31.0,0.75,0.383,11.0,15.0,0.8,gonzaga.csv
2023-11-23,2023-2024,UCLA,REG (Non-Conf),W,69.0,65.0,0.491,10.0,23.0,0.586,0.389,9.0,20.0,0.742,gonzaga.csv
2023-11-28,2023-2024,Cal State Bakersfield,REG (Non-Conf),W,81.0,65.0,0.57,9.0,24.0,0.8,0.452,10.0,18.0,1.0,gonzaga.csv
2023-12-02,2023-2024,Southern California,REG (Non-Conf),W,89.0,76.0,0.615,12.0,24.0,0.75,0.515,10.0,17.0,0.471,gonzaga.csv
2023-12-05,2023-2024,ArkansasâPine Bluff,REG (Non-Conf),W,111.0,71.0,0.633,15.0,41.0,0.786,0.373,8.0,21.0,0.75,gonzaga.csv
2023-12-09,2023-2024,Washington,REG (Non-Conf),L,73.0,78.0,0.467,12.0,19.0,0.8,0.518,18.0,25.0,0.84,gonzaga.csv
2023-12-11,2023-2024,Mississippi Valley State,REG (Non-Conf),W,78.0,40.0,0.518,8.0,27.0,0.679,0.327,16.0,20.0,0.4,gonzaga.csv
2023-12-15,2023-2024,Connecticut,REG (Non-Conf),L,63.0,76.0,0.407,11.0,16.0,0.714,0.625,9.0,21.0,0.733,gonzaga.csv
2023-12-20,2023-2024,Jackson State,REG (Non-Conf),W,100.0,76.0,0.562,7.0,38.0,0.692,0.417,8.0,27.0,0.688,gonzaga.csv
2023-12-29,2023-2024,San Diego State,REG (Non-Conf),L,74.0,84.0,0.466,13.0,20.0,0.76,0.563,10.0,25.0,0.75,gonzaga.csv
2024-01-04,2023-2024,Pepperdine,REG (Conf),W,86.0,60.0,0.632,14.0,31.0,0.778,0.388,11.0,18.0,0.652,gonzaga.csv
2024-01-06,2023-2024,San Diego,REG (Conf),W,101.0,74.0,0.638,9.0,27.0,0.619,0.508,17.0,22.0,0.538,gonzaga.csv
2024-01-11,2023-2024,Santa Clara,REG (Conf),L,76.0,77.0,0.493,10.0,23.0,0.714,0.515,16.0,28.0,0.714,gonzaga.csv
2024-01-18,2023-2024,Pepperdine,REG (Conf),W,86.0,61.0,0.625,7.0,31.0,0.5,0.446,8.0,20.0,0.786,gonzaga.csv
2024-01-20,2023-2024,San Diego,REG (Conf),W,105.0,63.0,0.638,8.0,36.0,0.654,0.386,8.0,18.0,0.818,gonzaga.csv
2024-01-25,2023-2024,San Francisco,REG (Conf),W,77.0,72.0,0.529,7.0,23.0,0.647,0.477,13.0,25.0,0.786,gonzaga.csv
2024-01-27,2023-2024,Pacific,REG (Conf),W,82.0,73.0,0.604,12.0,26.0,0.692,0.528,9.0,16.0,0.773,gonzaga.csv
2024-01-30,2023-2024,Loyola Marymount,REG (Conf),W,92.0,58.0,0.648,5.0,23.0,0.765,0.444,16.0,18.0,0.75,gonzaga.csv
2024-02-03,2023-2024,St. Mary's (CA),REG (Conf),L,62.0,64.0,0.464,7.0,25.0,0.733,0.518,5.0,21.0,0.538,gonzaga.csv
2024-02-07,2023-2024,Portland,REG (Conf),W,96.0,64.0,0.669,6.0,36.0,1.0,0.43,7.0,21.0,0.818,gonzaga.csv
2024-02-10,2023-2024,Kentucky,REG (Non-Conf),W,89.0,85.0,0.5,9.0,23.0,0.875,0.508,8.0,15.0,0.821,gonzaga.csv
2024-02-15,2023-2024,Loyola Marymount,REG (Conf),W,91.0,74.0,0.677,7.0,16.0,0.778,0.632,9.0,11.0,0.778,gonzaga.csv
2024-02-17,2023-2024,Pacific,REG (Conf),W,102.0,76.0,0.732,11.0,24.0,0.909,0.451,11.0,12.0,0.913,gonzaga.csv
2024-02-22,2023-2024,Portland,REG (Conf),W,86.0,65.0,0.565,6.0,34.0,0.8,0.435,2.0,18.0,0.524,gonzaga.csv
2024-02-24,2023-2024,Santa Clara,REG (Conf),W,94.0,81.0,0.633,8.0,21.0,0.692,0.537,11.0,19.0,0.727,gonzaga.csv
2024-02-29,2023-2024,San Francisco,REG (Conf),W,86.0,68.0,0.656,17.0,30.0,0.821,0.455,12.0,15.0,0.5,gonzaga.csv
2024-03-02,2023-2024,St. Mary's (CA),REG (Conf),W,70.0,57.0,0.56,4.0,17.0,0.833,0.441,11.0,18.0,0.556,gonzaga.csv
2024-03-11,2023-2024,San Francisco,CTOURN,W,89.0,77.0,0.598,2.0,25.0,0.696,0.548,7.0,23.0,0.727,gonzaga.csv
2024-03-12,2023-2024,St. Mary's (CA),CTOURN,L,60.0,69.0,0.463,7.0,17.0,0.714,0.529,11.0,26.0,0.682,gonzaga.csv
2024-03-21,2023-2024,McNeese State,ROUND-64,W,86.0,65.0,0.6,13.0,29.0,0.778,0.37,6.0,18.0,0.737,gonzaga.csv
2024-03-23,2023-2024,Kansas,ROUND-32,W,89.0,68.0,0.672,9.0,29.0,0.733,0.45,8.0,17.0,0.556,gonzaga.csv
2024-03-29,2023-2024,Purdue,ROUND-16,L,68.0,80.0,0.542,6.0,15.0,0.571,0.652,8.0,21.0,0.7,gonzaga.csv
2024-11-04,2024-2025,Baylor,REG (Non-Conf),W,101.0,63.0,0.655,11.0,28.0,0.615,0.395,11.0,18.0,0.7,gonzaga.csv
2024-11-10,2024-2025,Arizona State,REG (Non-Conf),W,88.0,80.0,0.565,8.0,28.0,0.818,0.548,10.0,21.0,0.917,gonzaga.csv
2024-11-15,2024-2025,UMass Lowell,REG (Non-Conf),W,113.0,54.0,0.605,9.0,29.0,0.778,0.39,24.0,25.0,0.75,gonzaga.csv
2024-11-18,2024-2025,San Diego State,REG (Non-Conf),W,80.0,67.0,0.465,8.0,27.0,0.871,0.443,10.0,22.0,0.722,gonzaga.csv
2024-11-20,2024-2025,Long Beach State,REG (Non-Conf),W,84.0,41.0,0.532,4.0,27.0,0.708,0.333,12.0,23.0,0.455,gonzaga.csv
2024-11-27,2024-2025,West Virginia,REG (Non-Conf),L,78.0,86.0,0.454,12.0,23.0,0.864,0.5,11.0,24.0,0.885,gonzaga.csv
2024-11-28,2024-2025,Indiana,REG (Non-Conf),W,89.0,73.0,0.531,13.0,24.0,0.955,0.492,12.0,19.0,0.682,gonzaga.csv
2024-11-29,2024-2025,Davidson,REG (Non-Conf),W,90.0,65.0,0.594,9.0,30.0,0.933,0.482,10.0,18.0,0.688,gonzaga.csv
2024-12-07,2024-2025,Kentucky,REG (Non-Conf),L,89.0,90.0,0.507,5.0,26.0,0.708,0.5,7.0,25.0,0.833,gonzaga.csv
2024-12-14,2024-2025,Connecticut,REG (Non-Conf),L,71.0,77.0,0.491,10.0,22.0,0.789,0.5,7.0,26.0,0.857,gonzaga.csv
2024-12-18,2024-2025,Nicholls State,REG (Non-Conf),W,102.0,72.0,0.722,14.0,35.0,0.889,0.427,10.0,15.0,0.727,gonzaga.csv
2024-12-21,2024-2025,Bucknell,REG (Non-Conf),W,86.0,65.0,0.563,12.0,29.0,0.667,0.492,17.0,23.0,0.7,gonzaga.csv
2024-12-28,2024-2025,UCLA,REG (Non-Conf),L,62.0,65.0,0.518,15.0,22.0,0.625,0.473,11.0,24.0,0.722,gonzaga.csv
2024-12-30,2024-2025,Pepperdine,REG (Conf),W,89.0,82.0,0.561,13.0,22.0,0.789,0.537,14.0,18.0,0.9,gonzaga.csv
2025-01-02,2024-2025,Portland,REG (Conf),W,81.0,50.0,0.507,7.0,31.0,0.75,0.365,15.0,25.0,0.667,gonzaga.csv
2025-01-04,2024-2025,Loyola Marymount,REG (Conf),W,96.0,68.0,0.576,6.0,27.0,0.929,0.455,14.0,20.0,0.72,gonzaga.csv
2025-01-08,2024-2025,San Diego,REG (Conf),W,93.0,80.0,0.532,11.0,32.0,0.818,0.5,9.0,21.0,0.813,gonzaga.csv
2025-01-11,2024-2025,Washington State,REG (Conf),W,88.0,75.0,0.639,13.0,15.0,0.769,0.6,15.0,16.0,0.375,gonzaga.csv
2025-01-16,2024-2025,Oregon State,REG (Conf),L,89.0,97.0,0.479,10.0,20.0,0.8,0.642,8.0,25.0,0.784,gonzaga.csv
2025-01-18,2024-2025,Santa Clara,REG (Conf),L,99.0,103.0,0.621,10.0,23.0,0.739,0.672,13.0,25.0,0.684,gonzaga.csv
2025-01-25,2024-2025,Portland,REG (Conf),W,105.0,62.0,0.716,7.0,24.0,0.692,0.405,14.0,13.0,0.789,gonzaga.csv
2025-01-28,2024-2025,Oregon State,REG (Conf),W,98.0,60.0,0.625,6.0,26.0,0.852,0.436,13.0,16.0,0.632,gonzaga.csv
2025-02-01,2024-2025,St. Mary's (CA),REG (Conf),L,58.0,62.0,0.464,9.0,21.0,0.538,0.464,11.0,24.0,0.5,gonzaga.csv
2025-02-06,2024-2025,Loyola Marymount,REG (Conf),W,73.0,53.0,0.448,6.0,26.0,0.913,0.382,8.0,22.0,0.688,gonzaga.csv
2025-02-08,2024-2025,Pacific,REG (Conf),W,78.0,61.0,0.474,9.0,26.0,0.885,0.445,13.0,20.0,0.6,gonzaga.csv
2025-02-13,2024-2025,San Francisco,REG (Conf),W,88.0,77.0,0.554,9.0,23.0,0.696,0.508,7.0,18.0,0.842,gonzaga.csv
2025-02-15,2024-2025,Pepperdine,REG (Conf),W,107.0,55.0,0.646,6.0,37.0,0.714,0.346,10.0,24.0,0.714,gonzaga.csv
2025-02-19,2024-2025,Washington State,REG (Conf),W,84.0,63.0,0.58,10.0,24.0,0.95,0.483,14.0,14.0,0.75,gonzaga.csv
2025-02-22,2024-2025,St. Mary's (CA),REG (Conf),L,67.0,74.0,0.518,7.0,18.0,0.75,0.508,8.0,21.0,0.8,gonzaga.csv
2025-02-25,2024-2025,Santa Clara,REG (Conf),W,95.0,76.0,0.625,13.0,27.0,0.75,0.5,16.0,21.0,0.75,gonzaga.csv
2025-03-01,2024-2025,San Francisco,REG (Conf),W,95.0,75.0,0.669,9.0,27.0,0.842,0.485,8.0,18.0,0.714,gonzaga.csv
2025-03-10,2024-2025,San Francisco,CTOURN,W,85.0,76.0,0.476,7.0,30.0,0.781,0.54,13.0,27.0,0.643,gonzaga.csv
2025-03-11,2024-2025,St. Mary's (CA),CTOURN,W,58.0,51.0,0.421,4.0,17.0,0.714,0.385,15.0,29.0,0.733,gonzaga.csv
2025-03-20,2024-2025,Georgia,ROUND-64,W,89.0,68.0,0.65,12.0,25.0,0.733,0.392,13.0,17.0,0.724,gonzaga.csv
2025-03-22,2024-2025,Houston,ROUND-32,L,76.0,81.0,0.587,11.0,21.0,1.0,0.532,7.0,18.0,0.75,gonzaga.csv
2023-11-07,2023-2024,Drexel,REG (Non-Conf),W,67.0,61.0,0.491,11.0,20.0,0.611,0.448,12.0,25.0,0.563,la-salle.csv
2023-11-11,2023-2024,Northeastern,REG (Non-Conf),W,79.0,74.0,0.558,4.0,14.0,1.0,0.5,11.0,23.0,0.6,la-salle.csv
2023-11-14,2023-2024,Bucknell,REG (Non-Conf),W,69.0,57.0,0.5,11.0,25.0,0.577,0.438,16.0,23.0,0.625,la-salle.csv
2023-11-18,2023-2024,Southern Indiana,REG (Non-Conf),W,79.0,78.0,0.535,7.0,20.0,0.857,0.617,11.0,24.0,0.667,la-salle.csv
2023-11-21,2023-2024,Duke,REG (Non-Conf),L,66.0,95.0,0.466,9.0,20.0,0.706,0.604,5.0,30.0,0.7,la-salle.csv
2023-11-26,2023-2024,Coppin State,REG (Non-Conf),W,81.0,62.0,0.575,11.0,20.0,0.6,0.522,13.0,12.0,0.833,la-salle.csv
2023-11-29,2023-2024,Temple,REG (Non-Conf),L,99.0,106.0,0.424,17.0,40.0,0.743,0.391,10.0,36.0,0.674,la-salle.csv
2023-12-02,2023-2024,Pennsylvania,REG (Non-Conf),W,93.0,92.0,0.631,11.0,23.0,0.786,0.632,9.0,19.0,0.5,la-salle.csv
2023-12-06,2023-2024,Loyola (MD),REG (Non-Conf),W,62.0,61.0,0.484,12.0,25.0,0.5,0.422,9.0,26.0,0.5,la-salle.csv
2023-12-09,2023-2024,Lafayette,REG (Non-Conf),W,67.0,51.0,0.476,10.0,26.0,0.889,0.404,15.0,30.0,1.0,la-salle.csv
2023-12-16,2023-2024,Miami (FL),REG (Non-Conf),L,77.0,84.0,0.555,8.0,17.0,0.857,0.55,10.0,23.0,0.857,la-salle.csv
2023-12-21,2023-2024,Rosemont,REG (Non-Conf),W,107.0,41.0,0.674,5.0,27.0,0.714,0.356,18.0,15.0,0.667,la-salle.csv
2023-12-30,2023-2024,Howard,REG (Non-Conf),L,66.0,71.0,0.443,8.0,18.0,0.706,0.491,13.0,30.0,0.842,la-salle.csv
2024-01-03,2023-2024,George Mason,REG (Conf),L,62.0,77.0,0.451,7.0,17.0,0.778,0.591,13.0,29.0,0.8,la-salle.csv
2024-01-06,2023-2024,Fordham,REG (Conf),W,81.0,76.0,0.491,14.0,22.0,0.833,0.492,12.0,18.0,0.619,la-salle.csv
2024-01-10,2023-2024,Massachusetts,REG (Conf),L,65.0,81.0,0.484,12.0,20.0,0.4,0.532,11.0,27.0,0.667,la-salle.csv
2024-01-13,2023-2024,VCU,REG (Conf),L,65.0,71.0,0.385,9.0,21.0,0.789,0.542,15.0,28.0,0.679,la-salle.csv
2024-01-15,2023-2024,Saint Joseph's,REG (Conf),L,62.0,82.0,0.426,2.0,17.0,0.833,0.588,8.0,31.0,0.833,la-salle.csv
2024-01-23,2023-2024,Dayton,REG (Conf),L,54.0,66.0,0.424,8.0,24.0,0.8,0.518,8.0,24.0,0.875,la-salle.csv
2024-01-27,2023-2024,George Washington,REG (Conf),W,80.0,70.0,0.574,9.0,27.0,0.769,0.398,9.0,26.0,0.792,la-salle.csv
2024-01-31,2023-2024,Rhode Island,REG (Conf),L,69.0,71.0,0.423,7.0,20.0,0.5,0.473,11.0,30.0,0.667,la-salle.csv
2024-02-03,2023-2024,Saint Joseph's,REG (Conf),L,82.0,88.0,0.507,6.0,21.0,0.706,0.564,12.0,28.0,0.788,la-salle.csv
2024-02-07,2023-2024,Saint Louis,REG (Conf),L,84.0,102.0,0.47,10.0,19.0,0.759,0.633,10.0,23.0,0.84,la-salle.csv
2024-02-10,2023-2024,Richmond,REG (Conf),L,65.0,82.0,0.517,13.0,27.0,0.556,0.58,4.0,28.0,0.944,la-salle.csv
2024-02-13,2023-2024,Davidson,REG (Conf),L,56.0,71.0,0.407,12.0,27.0,0.667,0.446,7.0,30.0,0.722,la-salle.csv
2024-02-17,2023-2024,Massachusetts,REG (Conf),W,82.0,81.0,0.551,10.0,26.0,0.773,0.492,7.0,26.0,0.821,la-salle.csv
2024-02-21,2023-2024,St. Bonaventure,REG (Conf),W,72.0,59.0,0.608,8.0,24.0,0.714,0.5,9.0,17.0,0.688,la-salle.csv
2024-02-25,2023-2024,Rhode Island,REG (Conf),W,84.0,61.0,0.607,9.0,27.0,0.769,0.452,14.0,22.0,0.556,la-salle.csv
2024-02-28,2023-2024,Duquesne,REG (Conf),L,63.0,75.0,0.459,12.0,18.0,0.778,0.558,9.0,20.0,0.571,la-salle.csv
2024-03-02,2023-2024,George Washington,REG (Conf),W,72.0,66.0,0.485,3.0,19.0,0.818,0.539,8.0,24.0,0.786,la-salle.csv
2024-03-09,2023-2024,Loyola Chicago,REG (Conf),L,54.0,64.0,0.441,14.0,23.0,0.5,0.44,11.0,22.0,0.542,la-salle.csv
2024-03-12,2023-2024,George Washington,CTOURN,W,61.0,60.0,0.418,4.0,26.0,0.625,0.449,10.0,34.0,0.667,la-salle.csv
2024-03-13,2023-2024,St. Bonaventure,CTOURN,L,73.0,75.0,0.557,9.0,20.0,0.824,0.483,5.0,18.0,0.792,la-salle.csv
2024-11-04,2024-2025,American,REG (Non-Conf),W,65.0,52.0,0.464,5.0,27.0,0.778,0.445,9.0,20.0,0.375,la-salle.csv
2024-11-09,2024-2025,Lafayette,REG (Non-Conf),W,81.0,60.0,0.5,11.0,36.0,0.769,0.434,9.0,21.0,0.467,la-salle.csv
2024-11-12,2024-2025,Cornell,REG (Non-Conf),W,93.0,77.0,0.566,11.0,24.0,0.727,0.508,14.0,18.0,0.667,la-salle.csv
2024-11-16,2024-2025,Drexel,REG (Non-Conf),W,71.0,68.0,0.484,10.0,24.0,0.917,0.5,8.0,26.0,0.364,la-salle.csv
2024-11-21,2024-2025,UC San Diego,REG (Non-Conf),L,67.0,72.0,0.445,14.0,29.0,0.581,0.444,8.0,25.0,0.607,la-salle.csv
2024-11-22,2024-2025,IllinoisâChicago,REG (Non-Conf),L,83.0,96.0,0.538,8.0,18.0,0.667,0.623,13.0,26.0,0.882,la-salle.csv
2024-11-23,2024-2025,Stetson,REG (Non-Conf),W,92.0,77.0,0.551,9.0,26.0,0.762,0.477,10.0,22.0,0.889,la-salle.csv
2024-11-30,2024-2025,Temple,REG (Non-Conf),W,83.0,75.0,0.438,6.0,26.0,0.75,0.455,15.0,32.0,0.875,la-salle.csv
2024-12-03,2024-2025,Northeastern,REG (Non-Conf),L,68.0,82.0,0.433,17.0,20.0,0.769,0.587,17.0,28.0,0.727,la-salle.csv
2024-12-07,2024-2025,Saint Joseph's,REG (Non-Conf),L,68.0,82.0,0.417,11.0,22.0,0.857,0.583,9.0,24.0,0.75,la-salle.csv
2024-12-14,2024-2025,North Carolina,REG (Non-Conf),L,67.0,93.0,0.425,12.0,20.0,0.455,0.612,10.0,33.0,0.478,la-salle.csv
2024-12-18,2024-2025,FDU,REG (Non-Conf),W,77.0,72.0,0.451,11.0,22.0,0.733,0.552,13.0,21.0,0.667,la-salle.csv
2024-12-21,2024-2025,,REG (Non-Conf),W,108.0,48.0,0.711,5.0,36.0,0.875,0.32,12.0,13.0,0.7,la-salle.csv
2024-12-31,2024-2025,Dayton,REG (Conf),L,70.0,84.0,0.467,16.0,26.0,0.684,0.531,11.0,29.0,0.714,la-salle.csv
2025-01-08,2024-2025,Loyola Chicago,REG (Conf),L,68.0,79.0,0.47,10.0,21.0,0.75,0.565,10.0,26.0,0.783,la-salle.csv
2025-01-11,2024-2025,St. Bonaventure,REG (Conf),W,83.0,82.0,0.53,6.0,20.0,0.75,0.575,12.0,25.0,0.778,la-salle.csv
2025-01-15,2024-2025,Davidson,REG (Conf),W,79.0,76.0,0.508,9.0,25.0,0.696,0.565,12.0,25.0,0.75,la-salle.csv
2025-01-19,2024-2025,Massachusetts,REG (Conf),L,60.0,82.0,0.397,12.0,27.0,0.4,0.486,12.0,38.0,0.667,la-salle.csv
2025-01-22,2024-2025,Saint Louis,REG (Conf),L,52.0,64.0,0.354,13.0,23.0,0.75,0.483,18.0,26.0,0.875,la-salle.csv
2025-01-25,2024-2025,Rhode Island,REG (Conf),W,70.0,64.0,0.435,12.0,25.0,0.719,0.405,14.0,26.0,0.68,la-salle.csv
2025-01-29,2024-2025,Fordham,REG (Conf),L,72.0,88.0,0.421,7.0,19.0,0.633,0.623,10.0,29.0,0.706,la-salle.csv
2025-02-01,2024-2025,George Washington,REG (Conf),W,73.0,67.0,0.477,7.0,19.0,0.733,0.534,10.0,14.0,0.455,la-salle.csv
2025-02-04,2024-2025,VCU,REG (Conf),L,66.0,96.0,0.43,6.0,15.0,0.85,0.627,10.0,25.0,0.875,la-salle.csv
2025-02-09,2024-2025,Massachusetts,REG (Conf),L,55.0,78.0,0.393,10.0,17.0,0.538,0.551,9.0,29.0,0.5,la-salle.csv
2025-02-12,2024-2025,Saint Joseph's,REG (Conf),L,63.0,75.0,0.411,10.0,24.0,0.739,0.508,9.0,20.0,0.722,la-salle.csv
2025-02-15,2024-2025,Rhode Island,REG (Conf),L,71.0,86.0,0.47,9.0,19.0,0.667,0.67,11.0,26.0,0.704,la-salle.csv
2025-02-19,2024-2025,Richmond,REG (Conf),L,58.0,63.0,0.429,9.0,23.0,0.833,0.5,10.0,24.0,0.875,la-salle.csv
2025-02-26,2024-2025,Duquesne,REG (Conf),L,62.0,67.0,0.368,10.0,19.0,0.821,0.576,12.0,26.0,0.737,la-salle.csv
2025-03-01,2024-2025,George Washington,REG (Conf),L,60.0,71.0,0.483,10.0,24.0,0.8,0.51,8.0,26.0,0.7,la-salle.csv
2025-03-05,2024-2025,George Mason,REG (Conf),L,62.0,69.0,0.445,14.0,23.0,0.722,0.519,12.0,23.0,0.933,la-salle.csv
2025-03-08,2024-2025,Saint Joseph's,REG (Conf),W,81.0,74.0,0.526,10.0,23.0,0.8,0.537,12.0,18.0,0.615,la-salle.csv
2025-03-12,2024-2025,Massachusetts,CTOURN,W,78.0,71.0,0.49,9.0,32.0,0.784,0.44,7.0,25.0,0.5,la-salle.csv
2025-03-13,2024-2025,Saint Joseph's,CTOURN,L,70.0,75.0,0.508,8.0,24.0,0.636,0.438,9.0,24.0,0.731,la-salle.csv
2023-11-08,2023-2024,Florida Atlantic,REG (Non-Conf),L,62.0,75.0,0.49,18.0,19.0,0.632,0.536,12.0,23.0,0.714,loyola-il.csv
2023-11-11,2023-2024,Eastern Illinois,REG (Non-Conf),W,89.0,65.0,0.704,10.0,28.0,0.765,0.391,10.0,19.0,0.733,loyola-il.csv
2023-11-14,2023-2024,IllinoisâChicago,REG (Non-Conf),L,67.0,72.0,0.379,12.0,25.0,0.92,0.527,16.0,26.0,0.933,loyola-il.csv
2023-11-18,2023-2024,New Orleans,REG (Non-Conf),W,73.0,70.0,0.483,14.0,33.0,0.708,0.417,7.0,21.0,0.682,loyola-il.csv
2023-11-22,2023-2024,Creighton,REG (Non-Conf),L,65.0,88.0,0.492,10.0,19.0,0.556,0.672,10.0,29.0,0.769,loyola-il.csv
2023-11-23,2023-2024,Boston College,REG (Non-Conf),W,71.0,68.0,0.538,16.0,29.0,0.778,0.453,8.0,24.0,0.909,loyola-il.csv
2023-11-28,2023-2024,Chicago State,REG (Non-Conf),W,62.0,53.0,0.523,12.0,20.0,0.708,0.375,14.0,16.0,0.875,loyola-il.csv
2023-12-02,2023-2024,Harvard,REG (Non-Conf),W,75.0,53.0,0.507,9.0,36.0,0.462,0.283,11.0,27.0,0.657,loyola-il.csv
2023-12-05,2023-2024,Tulsa,REG (Non-Conf),L,77.0,88.0,0.566,20.0,21.0,0.571,0.647,18.0,26.0,0.667,loyola-il.csv
2023-12-09,2023-2024,Goshen,REG (Non-Conf),W,115.0,64.0,0.699,9.0,30.0,0.684,0.433,17.0,15.0,0.704,loyola-il.csv
2023-12-16,2023-2024,South Florida,REG (Non-Conf),L,64.0,77.0,0.491,13.0,20.0,0.643,0.585,8.0,25.0,0.652,loyola-il.csv
2023-12-19,2023-2024,Charleston Southern,REG (Non-Conf),W,72.0,59.0,0.569,5.0,27.0,0.6,0.433,6.0,22.0,0.7,loyola-il.csv
2023-12-30,2023-2024,Central Michigan,REG (Non-Conf),W,73.0,35.0,0.544,13.0,36.0,0.688,0.246,11.0,23.0,0.5,loyola-il.csv
2024-01-03,2023-2024,Saint Louis,REG (Conf),W,80.0,73.0,0.6,9.0,24.0,0.609,0.492,14.0,24.0,0.421,loyola-il.csv
2024-01-06,2023-2024,Duquesne,REG (Conf),W,72.0,67.0,0.537,21.0,27.0,0.667,0.439,17.0,27.0,0.692,loyola-il.csv
2024-01-09,2023-2024,Richmond,REG (Conf),L,56.0,58.0,0.462,15.0,32.0,0.571,0.474,11.0,28.0,0.5,loyola-il.csv
2024-01-13,2023-2024,Saint Joseph's,REG (Conf),W,78.0,75.0,0.516,16.0,25.0,0.6,0.5,11.0,22.0,0.75,loyola-il.csv
2024-01-17,2023-2024,Massachusetts,REG (Conf),W,79.0,78.0,0.518,12.0,20.0,0.677,0.483,10.0,18.0,0.71,loyola-il.csv
2024-01-20,2023-2024,Fordham,REG (Conf),W,65.0,61.0,0.521,14.0,22.0,0.75,0.414,10.0,19.0,0.722,loyola-il.csv
2024-01-23,2023-2024,VCU,REG (Conf),L,67.0,74.0,0.45,9.0,19.0,0.765,0.529,12.0,26.0,0.826,loyola-il.csv
2024-01-30,2023-2024,Saint Louis,REG (Conf),W,77.0,62.0,0.555,13.0,26.0,0.842,0.375,12.0,22.0,0.714,loyola-il.csv
2024-02-04,2023-2024,Davidson,REG (Conf),W,76.0,63.0,0.593,12.0,23.0,0.6,0.443,9.0,24.0,0.692,loyola-il.csv
2024-02-07,2023-2024,George Mason,REG (Conf),W,85.0,79.0,0.613,6.0,11.0,0.769,0.716,17.0,21.0,0.788,loyola-il.csv
2024-02-10,2023-2024,George Washington,REG (Conf),W,81.0,73.0,0.5,6.0,28.0,0.857,0.433,8.0,22.0,0.778,loyola-il.csv
2024-02-14,2023-2024,Saint Joseph's,REG (Conf),W,64.0,59.0,0.49,14.0,27.0,0.813,0.388,8.0,16.0,0.933,loyola-il.csv
2024-02-18,2023-2024,Rhode Island,REG (Conf),W,77.0,67.0,0.508,12.0,30.0,0.882,0.482,8.0,20.0,0.591,loyola-il.csv
2024-02-24,2023-2024,George Mason,REG (Conf),W,80.0,59.0,0.648,11.0,21.0,0.5,0.38,15.0,17.0,0.75,loyola-il.csv
2024-02-27,2023-2024,St. Bonaventure,REG (Conf),L,64.0,79.0,0.473,18.0,24.0,0.571,0.52,14.0,30.0,0.897,loyola-il.csv
2024-03-01,2023-2024,Dayton,REG (Conf),W,77.0,72.0,0.534,11.0,20.0,0.737,0.598,20.0,25.0,0.85,loyola-il.csv
2024-03-06,2023-2024,Davidson,REG (Conf),W,69.0,59.0,0.538,11.0,27.0,0.571,0.427,10.0,25.0,0.706,loyola-il.csv
2024-03-09,2023-2024,La Salle,REG (Conf),W,64.0,54.0,0.44,11.0,22.0,0.542,0.441,14.0,23.0,0.5,loyola-il.csv
2024-03-14,2023-2024,St. Bonaventure,CTOURN,L,74.0,75.0,0.373,12.0,24.0,0.667,0.4,16.0,30.0,0.871,loyola-il.csv
2024-03-20,2023-2024,Bradley,NIT,L,62.0,74.0,0.419,12.0,21.0,0.588,0.529,12.0,25.0,0.8,loyola-il.csv
2024-11-04,2024-2025,Chicago State,REG (Non-Conf),W,79.0,72.0,0.46,8.0,30.0,0.724,0.484,12.0,27.0,0.6,loyola-il.csv
2024-11-07,2024-2025,Detroit Mercy,REG (Non-Conf),W,87.0,65.0,0.559,14.0,20.0,0.778,0.39,16.0,18.0,0.655,loyola-il.csv
2024-11-10,2024-2025,,REG (Non-Conf),W,105.0,53.0,0.737,17.0,24.0,0.656,0.373,20.0,12.0,0.682,loyola-il.csv
